transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,sale_hour,time_category,age_category,profit,Year_name,Month_name,Day_name
478,2023-07-24,11:13:00,3,Female,58,Clothing,2,30,8,60,11,Morning,Adult,52.00,2023,July,Monday
745,2023-08-14,7:30:00,3,Male,54,Beauty,2,50,17,100,7,Morning,Adult,83.00,2023,August,Monday
1210,2023-03-10,10:02:00,5,Male,37,Electronics,4,50,13,200,10,Morning,Adult,187.00,2023,March,Friday
1478,2023-08-31,9:18:00,1,Female,58,Clothing,2,30,14,60,9,Morning,Adult,46.00,2023,August,Thursday
1745,2023-09-28,10:38:00,4,Male,54,Beauty,2,50,21,100,10,Morning,Adult,79.00,2023,September,Thursday
354,2023-12-16,7:58:00,5,Female,49,Beauty,4,50,25,200,7,Morning,Adult,175.00,2023,December,Saturday
408,2023-12-22,8:18:00,4,Female,64,Beauty,1,500,140,500,8,Morning,Old,360.00,2023,December,Friday
1354,2023-09-17,9:34:00,5,Female,49,Beauty,4,50,27,200,9,Morning,Adult,173.00,2023,September,Sunday
1408,2023-08-28,8:17:00,2,Female,64,Beauty,1,500,250,500,8,Morning,Old,250.00,2023,August,Monday
674,2023-03-30,11:10:00,2,Female,38,Clothing,1,300,84,300,11,Morning,Adult,216.00,2023,March,Thursday
1674,2023-11-22,9:21:00,1,Female,38,Clothing,1,300,123,300,9,Morning,Adult,177.00,2023,November,Wednesday
967,2023-08-04,10:13:00,4,Male,62,Beauty,1,25,13,25,10,Morning,Old,12.00,2023,August,Friday
1967,2023-02-23,8:28:00,4,Male,62,Beauty,1,25,12,25,8,Morning,Old,13.00,2023,February,Thursday
79,2023-04-13,10:15:00,1,Male,34,Beauty,1,300,96,300,10,Morning,Adult,204.00,2023,April,Thursday
406,2023-04-01,11:50:00,3,Female,22,Beauty,4,25,11,100,11,Morning,Adult,89.00,2023,April,Saturday
450,2023-12-01,6:35:00,2,Female,59,Beauty,2,25,11,50,6,Morning,Adult,39.00,2023,December,Friday
562,2023-11-09,9:26:00,3,Male,54,Electronics,2,25,7,50,9,Morning,Adult,43.00,2023,November,Thursday
1079,2023-08-21,6:45:00,1,Male,34,Beauty,1,300,117,300,6,Morning,Adult,183.00,2023,August,Monday
1406,2023-06-22,8:45:00,2,Female,22,Beauty,4,25,10,100,8,Morning,Adult,90.00,2023,June,Thursday
1450,2023-07-16,8:52:00,1,Female,59,Beauty,2,25,10,50,8,Morning,Adult,40.00,2023,July,Sunday
1562,2023-11-26,10:21:00,5,Male,54,Electronics,2,25,13,50,10,Morning,Adult,37.00,2023,November,Sunday
108,2023-01-24,9:38:00,5,Female,27,Beauty,3,25,14,75,9,Morning,Adult,61.00,2023,January,Tuesday
111,2023-04-15,9:45:00,5,Female,34,Electronics,3,500,130,1500,9,Morning,Adult,1370.00,2023,April,Saturday
207,2023-08-06,8:34:00,3,Female,42,Beauty,2,25,10,50,8,Morning,Adult,40.00,2023,August,Sunday
724,2023-06-14,6:56:00,3,Male,61,Clothing,3,50,20,150,6,Morning,Old,130.00,2023,June,Wednesday
836,2023-06-21,6:32:00,2,Female,22,Clothing,1,50,28,50,6,Morning,Adult,22.00,2023,June,Wednesday
969,2023-11-27,11:47:00,2,Female,40,Clothing,3,300,84,900,11,Morning,Adult,816.00,2023,November,Monday
1108,2023-07-08,10:27:00,1,Female,27,Beauty,3,25,10,75,10,Morning,Adult,65.00,2023,July,Saturday
1111,2023-04-30,21:34:00,2,Female,34,Electronics,3,500,185,1500,21,Night,Adult,1315.00,2023,April,Sunday
1207,2023-06-30,21:48:00,3,Female,42,Beauty,2,25,10,50,21,Night,Adult,40.00,2023,June,Friday
1724,2023-09-15,20:53:00,4,Male,61,Clothing,3,50,17,150,20,Night,Old,133.00,2023,September,Friday
1836,2023-02-13,17:19:00,3,Female,22,Clothing,1,50,24,50,17,Afternoon,Adult,26.00,2023,February,Monday
1969,2023-03-05,19:34:00,4,Female,40,Clothing,3,300,126,900,19,Night,Adult,774.00,2023,March,Sunday
246,2023-12-07,20:05:00,4,Female,48,Electronics,2,25,13,50,20,Night,Adult,37.00,2023,December,Thursday
298,2023-10-05,19:05:00,3,Male,27,Beauty,4,300,84,1200,19,Night,Adult,1116.00,2023,October,Thursday
374,2023-10-27,17:45:00,4,Female,59,Beauty,3,25,8,75,17,Afternoon,Adult,67.00,2023,October,Friday
572,2023-12-13,18:33:00,5,Male,31,Clothing,4,500,185,2000,18,Afternoon,Adult,1815.00,2023,December,Wednesday
665,2023-10-03,22:49:00,1,Male,57,Clothing,1,50,19,50,22,Night,Adult,31.00,2023,October,Tuesday
1246,2023-04-26,22:54:00,3,Female,48,Electronics,2,25,12,50,22,Night,Adult,38.00,2023,April,Wednesday
1298,2023-05-02,19:51:00,1,Male,27,Beauty,4,300,120,1200,19,Night,Adult,1080.00,2023,May,Tuesday
1374,2023-03-23,22:03:00,3,Female,59,Beauty,3,25,8,75,22,Night,Adult,67.00,2023,March,Thursday
1572,2023-06-18,22:20:00,1,Male,31,Clothing,4,500,175,2000,22,Night,Adult,1825.00,2023,June,Sunday
1665,2023-11-01,19:38:00,4,Male,57,Clothing,1,50,14,50,19,Night,Adult,36.00,2023,November,Wednesday
39,2023-07-11,22:44:00,5,Male,23,Clothing,4,30,9,120,22,Night,Adult,111.00,2023,July,Tuesday
893,2023-04-29,18:52:00,1,Male,49,Electronics,1,50,17,50,18,Afternoon,Adult,33.00,2023,April,Saturday
1039,2023-12-03,20:01:00,1,Male,23,Clothing,4,30,14,120,20,Night,Adult,106.00,2023,December,Sunday
1893,2023-02-25,17:04:00,3,Male,49,Electronics,1,50,23,50,17,Afternoon,Adult,27.00,2023,February,Saturday
17,2023-02-25,21:08:00,3,Female,27,Clothing,4,25,13,100,21,Night,Adult,87.00,2023,February,Saturday
316,2023-02-01,17:25:00,3,Female,48,Clothing,2,25,14,50,17,Afternoon,Adult,36.00,2023,February,Wednesday
755,2023-11-27,20:07:00,1,Female,58,Clothing,3,25,7,75,20,Night,Adult,68.00,2023,November,Monday
1017,2023-09-05,18:41:00,2,Female,27,Clothing,4,25,12,100,18,Afternoon,Adult,88.00,2023,September,Tuesday
1316,2023-07-21,17:11:00,1,Female,48,Clothing,2,25,12,50,17,Afternoon,Adult,38.00,2023,July,Friday
1755,2023-05-23,21:47:00,2,Female,58,Clothing,3,25,8,75,21,Night,Adult,67.00,2023,May,Tuesday
28,2023-12-11,22:34:00,3,Female,43,Beauty,1,500,150,500,22,Night,Adult,350.00,2023,December,Monday
98,2023-04-09,19:41:00,1,Female,55,Beauty,2,50,20,100,19,Night,Adult,80.00,2023,April,Sunday
129,2023-04-17,17:42:00,1,Female,21,Beauty,2,300,75,600,17,Afternoon,Adult,525.00,2023,April,Monday
230,2023-03-26,17:44:00,5,Male,54,Beauty,1,25,13,25,17,Afternoon,Adult,12.00,2023,March,Sunday
613,2023-05-08,17:23:00,2,Female,52,Clothing,3,30,11,90,17,Afternoon,Adult,79.00,2023,May,Monday
691,2023-05-12,21:09:00,5,Female,51,Clothing,3,30,15,90,21,Night,Adult,75.00,2023,May,Friday
693,2023-06-08,17:12:00,1,Male,41,Beauty,3,500,270,1500,17,Afternoon,Adult,1230.00,2023,June,Thursday
1028,2023-03-09,18:09:00,1,Female,43,Beauty,1,500,250,500,18,Afternoon,Adult,250.00,2023,March,Thursday
1098,2023-07-06,22:34:00,3,Female,55,Beauty,2,50,20,100,22,Night,Adult,80.00,2023,July,Thursday
1129,2023-09-08,21:46:00,1,Female,21,Beauty,2,300,156,600,21,Night,Adult,444.00,2023,September,Friday
1230,2023-12-04,21:24:00,1,Male,54,Beauty,1,25,13,25,21,Night,Adult,12.00,2023,December,Monday
1613,2023-12-14,21:58:00,4,Female,52,Clothing,3,30,10,90,21,Night,Adult,80.00,2023,December,Thursday
1691,2023-01-07,20:01:00,1,Female,51,Clothing,3,30,14,90,20,Night,Adult,76.00,2023,January,Saturday
1693,2023-02-20,18:21:00,1,Male,41,Beauty,3,500,130,1500,18,Afternoon,Adult,1370.00,2023,February,Monday
477,2023-12-03,17:24:00,3,Male,43,Clothing,4,30,16,120,17,Afternoon,Adult,104.00,2023,December,Sunday
863,2023-11-12,22:40:00,4,Female,30,Electronics,2,25,11,50,22,Night,Adult,39.00,2023,November,Sunday
1477,2023-01-08,21:59:00,3,Male,43,Clothing,4,30,16,120,21,Night,Adult,104.00,2023,January,Sunday
1863,2023-05-26,22:33:00,4,Female,30,Electronics,2,25,10,50,22,Night,Adult,40.00,2023,May,Friday
6,2023-11-15,22:16:00,2,Female,45,Beauty,1,30,15,30,22,Night,Adult,15.00,2023,November,Wednesday
483,2023-02-06,17:25:00,2,Male,55,Clothing,1,30,8,30,17,Afternoon,Adult,22.00,2023,February,Monday
738,2023-02-05,18:24:00,5,Male,41,Clothing,2,50,26,100,18,Afternoon,Adult,74.00,2023,February,Sunday
1006,2023-10-29,19:23:00,2,Female,45,Beauty,1,30,14,30,19,Night,Adult,16.00,2023,October,Sunday
1483,2023-03-05,19:53:00,1,Male,55,Clothing,1,30,9,30,19,Night,Adult,21.00,2023,March,Sunday
1738,2023-11-12,21:33:00,1,Male,41,Clothing,2,50,16,100,21,Night,Adult,84.00,2023,November,Sunday
222,2023-01-07,18:56:00,4,Male,51,Clothing,4,30,11,120,18,Afternoon,Adult,109.00,2023,January,Saturday
588,2023-10-18,17:54:00,5,Male,38,Electronics,2,30,14,60,17,Afternoon,Adult,46.00,2023,October,Wednesday
953,2023-07-02,17:58:00,1,Male,45,Beauty,3,30,13,90,17,Afternoon,Adult,77.00,2023,July,Sunday
1222,2023-09-17,18:15:00,3,Male,51,Clothing,4,30,11,120,18,Afternoon,Adult,109.00,2023,September,Sunday
1588,2023-06-25,21:29:00,4,Male,38,Electronics,2,30,13,60,21,Night,Adult,47.00,2023,June,Sunday
1953,2023-05-15,17:34:00,3,Male,45,Beauty,3,30,10,90,17,Afternoon,Adult,80.00,2023,May,Monday
66,2023-06-18,22:49:00,3,Female,45,Electronics,1,30,9,30,22,Night,Adult,21.00,2023,June,Sunday
482,2023-08-12,18:57:00,3,Female,28,Clothing,4,300,141,1200,18,Afternoon,Adult,1059.00,2023,August,Saturday
903,2023-07-27,22:14:00,3,Female,51,Beauty,4,50,14,200,22,Night,Adult,186.00,2023,July,Thursday
1066,2023-10-06,18:11:00,4,Female,45,Electronics,1,30,8,30,18,Afternoon,Adult,22.00,2023,October,Friday
1482,2023-02-10,22:22:00,1,Female,28,Clothing,4,300,114,1200,22,Night,Adult,1086.00,2023,February,Friday
1903,2023-07-27,21:44:00,5,Female,51,Beauty,4,50,19,200,21,Night,Adult,181.00,2023,July,Thursday
102,2023-04-17,21:34:00,5,Female,47,Beauty,2,25,7,50,21,Night,Adult,43.00,2023,April,Monday
228,2023-04-03,20:26:00,4,Female,59,Electronics,2,30,11,60,20,Night,Adult,49.00,2023,April,Monday
236,2023-04-01,22:18:00,5,Female,54,Clothing,1,25,7,25,22,Night,Adult,18.00,2023,April,Saturday
1102,2023-08-21,18:04:00,5,Female,47,Beauty,2,25,7,50,18,Afternoon,Adult,43.00,2023,August,Monday
1228,2023-06-24,21:37:00,5,Female,59,Electronics,2,30,11,60,21,Night,Adult,49.00,2023,June,Saturday
1236,2023-08-09,18:19:00,4,Female,54,Clothing,1,25,9,25,18,Afternoon,Adult,16.00,2023,August,Wednesday
660,2023-07-29,18:46:00,2,Female,38,Beauty,2,500,270,1000,18,Afternoon,Adult,730.00,2023,July,Saturday
884,2023-02-18,20:31:00,1,Female,26,Clothing,2,30,8,60,20,Night,Adult,52.00,2023,February,Saturday
987,2023-11-08,18:45:00,1,Female,30,Clothing,3,300,165,900,18,Afternoon,Adult,735.00,2023,November,Wednesday
1660,2023-09-23,20:27:00,2,Female,38,Beauty,2,500,160,1000,20,Night,Adult,840.00,2023,September,Saturday
1884,2023-07-09,21:45:00,2,Female,26,Clothing,2,30,11,60,21,Night,Adult,49.00,2023,July,Sunday
1987,2023-05-26,18:18:00,2,Female,30,Clothing,3,300,129,900,18,Afternoon,Adult,771.00,2023,May,Friday
18,2023-09-06,19:13:00,5,Female,47,Electronics,2,25,13,50,19,Night,Adult,37.00,2023,September,Wednesday
69,2023-11-14,22:44:00,1,Female,56,Beauty,3,25,9,75,22,Night,Adult,66.00,2023,November,Tuesday
995,2023-03-04,22:38:00,4,Female,41,Clothing,1,30,10,30,22,Night,Adult,20.00,2023,March,Saturday
1018,2023-07-06,19:13:00,4,Female,47,Electronics,2,25,13,50,19,Night,Adult,37.00,2023,July,Thursday
1069,2023-10-13,19:05:00,2,Female,56,Beauty,3,25,7,75,19,Night,Adult,68.00,2023,October,Friday
1995,2023-12-10,22:18:00,5,Female,41,Clothing,1,30,15,30,22,Night,Adult,15.00,2023,December,Sunday
337,2023-08-22,17:56:00,1,Male,38,Clothing,1,500,275,500,17,Afternoon,Adult,225.00,2023,August,Tuesday
585,2023-06-06,21:49:00,3,Female,24,Clothing,1,25,14,25,21,Night,Adult,11.00,2023,June,Tuesday
652,2023-10-31,17:05:00,4,Female,34,Beauty,2,50,21,100,17,Afternoon,Adult,79.00,2023,October,Tuesday
1337,2023-07-21,19:56:00,2,Male,38,Clothing,1,500,225,500,19,Night,Adult,275.00,2023,July,Friday
1585,2023-10-05,20:00:00,2,Female,24,Clothing,1,25,7,25,20,Night,Adult,18.00,2023,October,Thursday
1652,2023-11-16,20:00:00,2,Female,34,Beauty,2,50,21,100,20,Night,Adult,79.00,2023,November,Thursday
242,2023-10-01,18:28:00,1,Male,21,Clothing,1,25,8,25,18,Afternoon,Adult,17.00,2023,October,Sunday
293,2023-05-27,19:04:00,4,Male,50,Electronics,3,30,10,90,19,Night,Adult,80.00,2023,May,Saturday
460,2023-05-01,23:00:00,2,Male,40,Beauty,1,50,19,50,23,Night,Adult,31.00,2023,May,Monday
1242,2023-11-27,18:32:00,5,Male,21,Clothing,1,25,11,25,18,Afternoon,Adult,14.00,2023,November,Monday
1293,2023-07-01,18:52:00,3,Male,50,Electronics,3,30,14,90,18,Afternoon,Adult,76.00,2023,July,Saturday
1460,2023-01-25,19:42:00,4,Male,40,Beauty,1,50,22,50,19,Night,Adult,28.00,2023,January,Wednesday
188,2023-08-31,18:50:00,3,Male,40,Clothing,3,25,9,75,18,Afternoon,Adult,66.00,2023,August,Thursday
357,2023-05-18,18:57:00,4,Female,40,Electronics,3,25,8,75,18,Afternoon,Adult,67.00,2023,May,Thursday
646,2023-05-26,21:02:00,3,Male,38,Clothing,3,30,14,90,21,Night,Adult,76.00,2023,May,Friday
749,2023-07-26,20:33:00,2,Male,42,Beauty,1,30,8,30,20,Night,Adult,22.00,2023,July,Wednesday
974,2023-12-28,18:39:00,3,Male,47,Beauty,1,30,12,30,18,Afternoon,Adult,18.00,2023,December,Thursday
1188,2023-06-04,22:43:00,2,Male,40,Clothing,3,25,11,75,22,Night,Adult,64.00,2023,June,Sunday
1357,2023-03-20,19:14:00,3,Female,40,Electronics,3,25,12,75,19,Night,Adult,63.00,2023,March,Monday
1646,2023-01-18,19:43:00,1,Male,38,Clothing,3,30,16,90,19,Night,Adult,74.00,2023,January,Wednesday
1749,2023-05-07,19:55:00,2,Male,42,Beauty,1,30,9,30,19,Night,Adult,21.00,2023,May,Sunday
1974,2023-02-19,20:20:00,3,Male,47,Beauty,1,30,13,30,20,Night,Adult,17.00,2023,February,Sunday
190,2023-01-25,17:56:00,2,Female,60,Beauty,3,30,11,90,17,Afternoon,Old,79.00,2023,January,Wednesday
849,2023-06-25,19:33:00,5,Male,32,Clothing,2,25,13,50,19,Night,Adult,37.00,2023,June,Sunday
853,2023-05-14,22:29:00,3,Male,21,Beauty,2,500,155,1000,22,Night,Adult,845.00,2023,May,Sunday
1190,2023-09-29,21:00:00,4,Female,60,Beauty,3,30,11,90,21,Night,Old,79.00,2023,September,Friday
1849,2023-07-21,22:42:00,1,Male,32,Clothing,2,25,12,50,22,Night,Adult,38.00,2023,July,Friday
1853,2023-05-29,18:39:00,2,Male,21,Beauty,2,500,190,1000,18,Afternoon,Adult,810.00,2023,May,Monday
252,2023-05-05,17:37:00,1,Male,54,Electronics,1,300,84,300,17,Afternoon,Adult,216.00,2023,May,Friday
606,2023-06-13,20:19:00,2,Male,22,Electronics,1,50,20,50,20,Night,Adult,30.00,2023,June,Tuesday
779,2023-05-15,19:19:00,3,Female,56,Electronics,2,500,155,1000,19,Night,Adult,845.00,2023,May,Monday
824,2023-02-25,19:10:00,3,Male,63,Clothing,4,30,9,120,19,Night,Old,111.00,2023,February,Saturday
866,2023-07-06,18:16:00,4,Male,24,Electronics,1,50,23,50,18,Afternoon,Adult,27.00,2023,July,Thursday
1252,2023-12-30,20:18:00,5,Male,54,Electronics,1,300,117,300,20,Night,Adult,183.00,2023,December,Saturday
1606,2023-10-19,19:52:00,2,Male,22,Electronics,1,50,27,50,19,Night,Adult,23.00,2023,October,Thursday
1779,2023-01-02,19:45:00,3,Female,56,Electronics,2,500,190,1000,19,Night,Adult,810.00,2023,January,Monday
1824,2023-01-24,20:19:00,4,Male,63,Clothing,4,30,13,120,20,Night,Old,107.00,2023,January,Tuesday
1866,2023-08-17,22:38:00,5,Male,24,Electronics,1,50,20,50,22,Night,Adult,30.00,2023,August,Thursday
5,2023-09-05,22:10:00,3,Male,30,Beauty,2,50,24,100,22,Night,Adult,76.00,2023,September,Tuesday
90,2023-09-10,17:53:00,3,Female,51,Electronics,1,30,14,30,17,Afternoon,Adult,16.00,2023,September,Sunday
380,2023-08-30,22:26:00,2,Male,56,Electronics,2,300,102,600,22,Night,Adult,498.00,2023,August,Wednesday
593,2023-01-18,22:05:00,2,Male,35,Electronics,2,30,13,60,22,Night,Adult,47.00,2023,January,Wednesday
820,2023-02-17,22:49:00,1,Male,49,Electronics,4,50,24,200,22,Night,Adult,176.00,2023,February,Friday
1005,2023-08-12,20:38:00,2,Male,30,Beauty,2,50,18,100,20,Night,Adult,82.00,2023,August,Saturday
1090,2023-02-18,19:54:00,4,Female,51,Electronics,1,30,8,30,19,Night,Adult,22.00,2023,February,Saturday
1380,2023-02-09,19:45:00,3,Male,56,Electronics,2,300,159,600,19,Night,Adult,441.00,2023,February,Thursday
1593,2023-02-24,22:39:00,5,Male,35,Electronics,2,30,14,60,22,Night,Adult,46.00,2023,February,Friday
1820,2023-05-13,21:31:00,1,Male,49,Electronics,4,50,22,200,21,Night,Adult,178.00,2023,May,Saturday
120,2023-03-31,19:35:00,4,Male,60,Beauty,1,50,13,50,19,Night,Old,37.00,2023,March,Friday
221,2023-11-27,21:01:00,3,Male,39,Beauty,2,300,111,600,21,Night,Adult,489.00,2023,November,Monday
341,2023-01-20,17:06:00,5,Male,31,Clothing,4,50,19,200,17,Afternoon,Adult,181.00,2023,January,Friday
640,2023-12-25,20:05:00,3,Female,51,Electronics,4,30,13,120,20,Night,Adult,107.00,2023,December,Monday
744,2023-05-23,18:02:00,1,Male,40,Electronics,1,25,7,25,18,Afternoon,Adult,18.00,2023,May,Tuesday
1120,2023-03-02,19:32:00,4,Male,60,Beauty,1,50,27,50,19,Night,Old,23.00,2023,March,Thursday
1221,2023-09-14,22:57:00,5,Male,39,Beauty,2,300,114,600,22,Night,Adult,486.00,2023,September,Thursday
1341,2023-01-30,22:10:00,1,Male,31,Clothing,4,50,21,200,22,Night,Adult,179.00,2023,January,Monday
1640,2023-06-10,19:44:00,5,Female,51,Electronics,4,30,14,120,19,Night,Adult,106.00,2023,June,Saturday
1744,2023-07-07,21:49:00,4,Male,40,Electronics,1,25,9,25,21,Night,Adult,16.00,2023,July,Friday
273,2023-09-26,20:24:00,1,Female,22,Beauty,1,50,15,50,20,Night,Adult,35.00,2023,September,Tuesday
283,2023-06-01,20:08:00,3,Female,18,Electronics,1,500,165,500,20,Night,Adult,335.00,2023,June,Thursday
452,2023-01-30,22:41:00,4,Female,48,Clothing,3,500,240,1500,22,Night,Adult,1260.00,2023,January,Monday
469,2023-03-21,19:24:00,4,Male,18,Beauty,3,25,9,75,19,Night,Adult,66.00,2023,March,Tuesday
620,2023-11-06,20:59:00,4,Male,63,Electronics,3,25,7,75,20,Night,Old,68.00,2023,November,Monday
946,2023-08-08,20:15:00,2,Male,62,Electronics,4,500,235,2000,20,Night,Old,1765.00,2023,August,Tuesday
1273,2023-06-20,20:39:00,1,Female,22,Beauty,1,50,26,50,20,Night,Adult,24.00,2023,June,Tuesday
1283,2023-10-14,20:15:00,1,Female,18,Electronics,1,500,130,500,20,Night,Adult,370.00,2023,October,Saturday
1452,2023-08-06,17:41:00,3,Female,48,Clothing,3,500,185,1500,17,Afternoon,Adult,1315.00,2023,August,Sunday
1469,2023-12-08,17:22:00,3,Male,18,Beauty,3,25,13,75,17,Afternoon,Adult,62.00,2023,December,Friday
1620,2023-02-03,22:48:00,5,Male,63,Electronics,3,25,8,75,22,Night,Old,67.00,2023,February,Friday
1946,2023-07-27,20:48:00,5,Male,62,Electronics,4,500,165,2000,20,Night,Old,1835.00,2023,July,Thursday
148,2023-07-03,20:39:00,5,Male,18,Clothing,2,30,10,60,20,Night,Adult,50.00,2023,July,Monday
414,2023-05-10,19:40:00,1,Male,48,Beauty,4,25,10,100,19,Night,Adult,90.00,2023,May,Wednesday
883,2023-08-20,20:43:00,5,Male,40,Electronics,1,500,245,500,20,Night,Adult,255.00,2023,August,Sunday
1148,2023-08-11,22:04:00,2,Male,18,Clothing,2,30,11,60,22,Night,Adult,49.00,2023,August,Friday
1414,2023-11-22,21:28:00,4,Male,48,Beauty,4,25,11,100,21,Night,Adult,89.00,2023,November,Wednesday
1883,2023-09-20,17:54:00,3,Male,40,Electronics,1,500,200,500,17,Afternoon,Adult,300.00,2023,September,Wednesday
731,2023-09-30,18:49:00,1,Male,54,Clothing,4,500,165,2000,18,Afternoon,Adult,1835.00,2023,September,Saturday
930,2023-01-12,17:54:00,1,Male,54,Clothing,4,50,26,200,17,Afternoon,Adult,174.00,2023,January,Thursday
1731,2023-12-19,17:41:00,3,Male,54,Clothing,4,500,195,2000,17,Afternoon,Adult,1805.00,2023,December,Tuesday
1930,2023-12-21,19:58:00,5,Male,54,Clothing,4,50,13,200,19,Night,Adult,187.00,2023,December,Thursday
518,2023-07-31,17:01:00,2,Female,40,Clothing,1,30,16,30,17,Afternoon,Adult,14.00,2023,July,Monday
1518,2023-05-18,20:03:00,3,Female,40,Clothing,1,30,13,30,20,Night,Adult,17.00,2023,May,Thursday
758,2023-04-23,18:30:00,1,Male,64,Clothing,4,25,7,100,18,Afternoon,Old,93.00,2023,April,Sunday
1758,2023-07-22,18:19:00,3,Male,64,Clothing,4,25,8,100,18,Afternoon,Old,92.00,2023,July,Saturday
639,2023-08-01,19:47:00,4,Female,62,Beauty,4,50,27,200,19,Night,Old,173.00,2023,August,Tuesday
838,2023-09-30,21:20:00,1,Male,47,Electronics,2,300,153,600,21,Night,Adult,447.00,2023,September,Saturday
1639,2023-12-20,18:13:00,5,Female,62,Beauty,4,50,24,200,18,Afternoon,Old,176.00,2023,December,Wednesday
1838,2023-06-28,17:06:00,4,Male,47,Electronics,2,300,102,600,17,Afternoon,Adult,498.00,2023,June,Wednesday
353,2023-03-18,21:35:00,5,Male,31,Electronics,1,500,270,500,21,Night,Adult,230.00,2023,March,Saturday
501,2023-06-28,20:21:00,2,Male,39,Electronics,2,30,9,60,20,Night,Adult,51.00,2023,June,Wednesday
721,2023-06-23,17:10:00,5,Female,52,Clothing,1,500,145,500,17,Afternoon,Adult,355.00,2023,June,Friday
1353,2023-09-04,21:59:00,3,Male,31,Electronics,1,500,235,500,21,Night,Adult,265.00,2023,September,Monday
1501,2023-01-31,18:00:00,1,Male,39,Electronics,2,30,14,60,18,Afternoon,Adult,46.00,2023,January,Tuesday
1721,2023-01-21,22:42:00,3,Female,52,Clothing,1,500,215,500,22,Night,Adult,285.00,2023,January,Saturday
123,2023-08-11,19:00:00,3,Female,40,Electronics,2,30,12,60,19,Night,Adult,48.00,2023,August,Friday
164,2023-02-28,18:26:00,3,Female,47,Beauty,3,500,185,1500,18,Afternoon,Adult,1315.00,2023,February,Tuesday
425,2023-06-11,18:28:00,2,Female,55,Electronics,4,30,16,120,18,Afternoon,Adult,104.00,2023,June,Sunday
1123,2023-12-11,21:04:00,1,Female,40,Electronics,2,30,11,60,21,Night,Adult,49.00,2023,December,Monday
1164,2023-04-07,20:53:00,1,Female,47,Beauty,3,500,245,1500,20,Night,Adult,1255.00,2023,April,Friday
1425,2023-12-02,22:15:00,1,Female,55,Electronics,4,30,10,120,22,Night,Adult,110.00,2023,December,Saturday
48,2023-10-06,17:34:00,2,Male,54,Electronics,3,300,123,900,17,Afternoon,Adult,777.00,2023,October,Friday
118,2023-03-13,20:07:00,3,Female,30,Electronics,4,500,270,2000,20,Night,Adult,1730.00,2023,March,Monday
203,2023-03-12,21:33:00,4,Male,56,Clothing,2,500,175,1000,21,Night,Adult,825.00,2023,March,Sunday
305,2023-03-22,22:09:00,4,Female,18,Beauty,1,30,14,30,22,Night,Adult,16.00,2023,March,Wednesday
358,2023-10-12,18:32:00,4,Female,32,Beauty,1,300,132,300,18,Afternoon,Adult,168.00,2023,October,Thursday
376,2023-01-29,18:21:00,4,Female,64,Beauty,1,30,12,30,18,Afternoon,Old,18.00,2023,January,Sunday
398,2023-02-23,21:17:00,5,Female,48,Clothing,2,300,114,600,21,Night,Adult,486.00,2023,February,Thursday
411,2023-07-25,20:04:00,3,Male,62,Electronics,4,50,25,200,20,Night,Old,175.00,2023,July,Tuesday
504,2023-03-31,18:07:00,4,Female,38,Beauty,3,50,22,150,18,Afternoon,Adult,128.00,2023,March,Friday
970,2023-05-25,18:13:00,2,Male,59,Electronics,4,500,220,2000,18,Afternoon,Adult,1780.00,2023,May,Thursday
996,2023-07-03,17:38:00,2,Male,62,Clothing,1,50,14,50,17,Afternoon,Old,36.00,2023,July,Monday
1048,2023-07-12,19:14:00,3,Male,54,Electronics,3,300,93,900,19,Night,Adult,807.00,2023,July,Wednesday
1118,2023-10-13,17:24:00,1,Female,30,Electronics,4,500,170,2000,17,Afternoon,Adult,1830.00,2023,October,Friday
1203,2023-11-26,18:36:00,2,Male,56,Clothing,2,500,145,1000,18,Afternoon,Adult,855.00,2023,November,Sunday
1305,2023-04-05,18:24:00,5,Female,18,Beauty,1,30,8,30,18,Afternoon,Adult,22.00,2023,April,Wednesday
1358,2023-05-04,21:40:00,5,Female,32,Beauty,1,300,156,300,21,Night,Adult,144.00,2023,May,Thursday
1376,2023-07-15,19:49:00,3,Female,64,Beauty,1,30,10,30,19,Night,Old,20.00,2023,July,Saturday
1398,2023-07-19,17:20:00,1,Female,48,Clothing,2,300,120,600,17,Afternoon,Adult,480.00,2023,July,Wednesday
1411,2023-11-24,20:27:00,1,Male,62,Electronics,4,50,26,200,20,Night,Old,174.00,2023,November,Friday
1504,2023-01-25,17:01:00,4,Female,38,Beauty,3,50,26,150,17,Afternoon,Adult,124.00,2023,January,Wednesday
1970,2023-05-22,17:44:00,5,Male,59,Electronics,4,500,230,2000,17,Afternoon,Adult,1770.00,2023,May,Monday
1996,2023-12-07,18:49:00,2,Male,62,Clothing,1,50,25,50,18,Afternoon,Old,25.00,2023,December,Thursday
81,2023-06-07,22:48:00,4,Male,40,Electronics,1,50,15,50,22,Night,Adult,35.00,2023,June,Wednesday
155,2023-07-18,18:05:00,3,Male,31,Electronics,4,500,150,2000,18,Afternoon,Adult,1850.00,2023,July,Tuesday
470,2023-12-26,18:58:00,4,Female,57,Clothing,2,500,165,1000,18,Afternoon,Adult,835.00,2023,December,Tuesday
1081,2023-06-27,22:23:00,5,Male,40,Electronics,1,50,17,50,22,Night,Adult,33.00,2023,June,Tuesday
